season,round,race_name,circuit,driver,team,grid,position,points,status
2012,1,Australian Grand Prix,albert_park,rosa,HRT,0,\N,0.0,Did not qualify
2012,1,Australian Grand Prix,albert_park,karthikeyan,HRT,0,\N,0.0,Did not qualify
2012,2,Malaysian Grand Prix,sepang,alonso,Ferrari,8,1,25.0,Finished
2012,2,Malaysian Grand Prix,sepang,perez,Sauber,9,2,18.0,Finished
2012,2,Malaysian Grand Prix,sepang,hamilton,McLaren,1,3,15.0,Finished
2012,2,Malaysian Grand Prix,sepang,webber,Red Bull,4,4,12.0,Finished
2012,2,Malaysian Grand Prix,sepang,raikkonen,Lotus F1,10,5,10.0,Finished
2012,2,Malaysian Grand Prix,sepang,bruno_senna,Williams,13,6,8.0,Finished
2012,2,Malaysian Grand Prix,sepang,resta,Force India,14,7,6.0,Finished
2012,2,Malaysian Grand Prix,sepang,vergne,Toro Rosso,18,8,4.0,Finished
2012,2,Malaysian Grand Prix,sepang,hulkenberg,Force India,16,9,2.0,Finished
2012,2,Malaysian Grand Prix,sepang,michael_schumacher,Mercedes,3,10,1.0,Finished
2012,2,Malaysian Grand Prix,sepang,vettel,Red Bull,5,11,0.0,Finished
2012,2,Malaysian Grand Prix,sepang,ricciardo,Toro Rosso,15,12,0.0,Finished
2012,2,Malaysian Grand Prix,sepang,rosberg,Mercedes,7,13,0.0,Finished
2012,2,Malaysian Grand Prix,sepang,button,McLaren,2,14,0.0,Finished
2012,2,Malaysian Grand Prix,sepang,massa,Ferrari,12,15,0.0,Finished
2012,2,Malaysian Grand Prix,sepang,petrov,Caterham,19,16,0.0,+1 Lap
2012,2,Malaysian Grand Prix,sepang,glock,Marussia,20,17,0.0,+1 Lap
2012,2,Malaysian Grand Prix,sepang,kovalainen,Caterham,24,18,0.0,+1 Lap
2012,2,Malaysian Grand Prix,sepang,maldonado,Williams,11,19,0.0,Engine
2012,2,Malaysian Grand Prix,sepang,pic,Marussia,21,20,0.0,+2 Laps
2012,2,Malaysian Grand Prix,sepang,karthikeyan,HRT,23,21,0.0,+2 Laps
2012,2,Malaysian Grand Prix,sepang,rosa,HRT,22,22,0.0,+2 Laps
2012,2,Malaysian Grand Prix,sepang,kobayashi,Sauber,17,\N,0.0,Retired
2012,2,Malaysian Grand Prix,sepang,grosjean,Lotus F1,6,\N,0.0,Collision
2012,3,Chinese Grand Prix,shanghai,rosberg,Mercedes,1,1,25.0,Finished
2012,3,Chinese Grand Prix,shanghai,button,McLaren,5,2,18.0,Finished
2012,3,Chinese Grand Prix,shanghai,hamilton,McLaren,7,3,15.0,Finished
2012,3,Chinese Grand Prix,shanghai,webber,Red Bull,6,4,12.0,Finished
2012,3,Chinese Grand Prix,shanghai,vettel,Red Bull,11,5,10.0,Finished
2012,3,Chinese Grand Prix,shanghai,grosjean,Lotus F1,10,6,8.0,Finished
2012,3,Chinese Grand Prix,shanghai,bruno_senna,Williams,14,7,6.0,Finished
2012,3,Chinese Grand Prix,shanghai,maldonado,Williams,13,8,4.0,Finished
2012,3,Chinese Grand Prix,shanghai,alonso,Ferrari,9,9,2.0,Finished
2012,3,Chinese Grand Prix,shanghai,kobayashi,Sauber,3,10,1.0,Finished
2012,3,Chinese Grand Prix,shanghai,perez,Sauber,8,11,0.0,Finished
2012,3,Chinese Grand Prix,shanghai,resta,Force India,15,12,0.0,Finished
2012,3,Chinese Grand Prix,shanghai,massa,Ferrari,12,13,0.0,Finished
2012,3,Chinese Grand Prix,shanghai,raikkonen,Lotus F1,4,14,0.0,Finished
2012,3,Chinese Grand Prix,shanghai,hulkenberg,Force India,16,15,0.0,Finished
2012,3,Chinese Grand Prix,shanghai,vergne,Toro Rosso,24,16,0.0,Finished
2012,3,Chinese Grand Prix,shanghai,ricciardo,Toro Rosso,17,17,0.0,Finished
2012,3,Chinese Grand Prix,shanghai,petrov,Caterham,19,18,0.0,+1 Lap
2012,3,Chinese Grand Prix,shanghai,glock,Marussia,20,19,0.0,+1 Lap
2012,3,Chinese Grand Prix,shanghai,pic,Marussia,21,20,0.0,+1 Lap
2012,3,Chinese Grand Prix,shanghai,rosa,HRT,22,21,0.0,+1 Lap
2012,3,Chinese Grand Prix,shanghai,karthikeyan,HRT,23,22,0.0,+2 Laps
2012,3,Chinese Grand Prix,shanghai,kovalainen,Caterham,18,23,0.0,+3 Laps
2012,3,Chinese Grand Prix,shanghai,michael_schumacher,Mercedes,2,\N,0.0,Wheel nut
2012,4,Bahrain Grand Prix,bahrain,vettel,Red Bull,1,1,25.0,Finished
2012,4,Bahrain Grand Prix,bahrain,raikkonen,Lotus F1,11,2,18.0,Finished
2012,4,Bahrain Grand Prix,bahrain,grosjean,Lotus F1,7,3,15.0,Finished
2012,4,Bahrain Grand Prix,bahrain,webber,Red Bull,3,4,12.0,Finished
2012,4,Bahrain Grand Prix,bahrain,rosberg,Mercedes,5,5,10.0,Finished
2012,4,Bahrain Grand Prix,bahrain,resta,Force India,10,6,8.0,Finished
2012,4,Bahrain Grand Prix,bahrain,alonso,Ferrari,9,7,6.0,Finished
2012,4,Bahrain Grand Prix,bahrain,hamilton,McLaren,2,8,4.0,Finished
2012,4,Bahrain Grand Prix,bahrain,massa,Ferrari,14,9,2.0,Finished
2012,4,Bahrain Grand Prix,bahrain,michael_schumacher,Mercedes,22,10,1.0,Finished
2012,4,Bahrain Grand Prix,bahrain,perez,Sauber,8,11,0.0,Finished
2012,4,Bahrain Grand Prix,bahrain,hulkenberg,Force India,13,12,0.0,Finished
2012,4,Bahrain Grand Prix,bahrain,kobayashi,Sauber,12,13,0.0,Finished
2012,4,Bahrain Grand Prix,bahrain,vergne,Toro Rosso,17,14,0.0,Finished
2012,4,Bahrain Grand Prix,bahrain,ricciardo,Toro Rosso,6,15,0.0,+1 Lap
2012,4,Bahrain Grand Prix,bahrain,petrov,Caterham,18,16,0.0,+1 Lap
2012,4,Bahrain Grand Prix,bahrain,kovalainen,Caterham,16,17,0.0,+1 Lap
2012,4,Bahrain Grand Prix,bahrain,button,McLaren,4,18,0.0,Exhaust
2012,4,Bahrain Grand Prix,bahrain,glock,Marussia,23,19,0.0,+2 Laps
2012,4,Bahrain Grand Prix,bahrain,rosa,HRT,20,20,0.0,+2 Laps
2012,4,Bahrain Grand Prix,bahrain,karthikeyan,HRT,24,21,0.0,+2 Laps
2012,4,Bahrain Grand Prix,bahrain,bruno_senna,Williams,15,22,0.0,Vibrations
2012,4,Bahrain Grand Prix,bahrain,maldonado,Williams,21,\N,0.0,Puncture
2012,4,Bahrain Grand Prix,bahrain,pic,Marussia,19,\N,0.0,Engine
2012,5,Spanish Grand Prix,catalunya,maldonado,Williams,1,1,25.0,Finished
2012,5,Spanish Grand Prix,catalunya,alonso,Ferrari,2,2,18.0,Finished
2012,5,Spanish Grand Prix,catalunya,raikkonen,Lotus F1,4,3,15.0,Finished
2012,5,Spanish Grand Prix,catalunya,grosjean,Lotus F1,3,4,12.0,Finished
2012,5,Spanish Grand Prix,catalunya,kobayashi,Sauber,9,5,10.0,Finished
2012,5,Spanish Grand Prix,catalunya,vettel,Red Bull,7,6,8.0,Finished
2012,5,Spanish Grand Prix,catalunya,rosberg,Mercedes,6,7,6.0,Finished
2012,5,Spanish Grand Prix,catalunya,hamilton,McLaren,24,8,4.0,Finished
2012,5,Spanish Grand Prix,catalunya,button,McLaren,10,9,2.0,Finished
2012,5,Spanish Grand Prix,catalunya,hulkenberg,Force India,13,10,1.0,+1 Lap
2012,5,Spanish Grand Prix,catalunya,webber,Red Bull,11,11,0.0,+1 Lap
2012,5,Spanish Grand Prix,catalunya,vergne,Toro Rosso,14,12,0.0,+1 Lap
2012,5,Spanish Grand Prix,catalunya,ricciardo,Toro Rosso,15,13,0.0,+1 Lap
2012,5,Spanish Grand Prix,catalunya,resta,Force India,12,14,0.0,+1 Lap
2012,5,Spanish Grand Prix,catalunya,massa,Ferrari,16,15,0.0,+1 Lap
2012,5,Spanish Grand Prix,catalunya,kovalainen,Caterham,19,16,0.0,+1 Lap
2012,5,Spanish Grand Prix,catalunya,petrov,Caterham,18,17,0.0,+1 Lap
2012,5,Spanish Grand Prix,catalunya,glock,Marussia,21,18,0.0,+2 Laps
2012,5,Spanish Grand Prix,catalunya,rosa,HRT,22,19,0.0,+3 Laps
2012,5,Spanish Grand Prix,catalunya,perez,Sauber,5,\N,0.0,Wheel nut
2012,5,Spanish Grand Prix,catalunya,pic,Marussia,20,\N,0.0,Mechanical
2012,5,Spanish Grand Prix,catalunya,karthikeyan,HRT,23,\N,0.0,Mechanical
2012,5,Spanish Grand Prix,catalunya,bruno_senna,Williams,17,\N,0.0,Collision
2012,5,Spanish Grand Prix,catalunya,michael_schumacher,Mercedes,8,\N,0.0,Collision
2012,6,Monaco Grand Prix,monaco,webber,Red Bull,1,1,25.0,Finished
2012,6,Monaco Grand Prix,monaco,rosberg,Mercedes,2,2,18.0,Finished
2012,6,Monaco Grand Prix,monaco,alonso,Ferrari,5,3,15.0,Finished
2012,6,Monaco Grand Prix,monaco,vettel,Red Bull,9,4,12.0,Finished
2012,6,Monaco Grand Prix,monaco,hamilton,McLaren,3,5,10.0,Finished
2012,6,Monaco Grand Prix,monaco,massa,Ferrari,7,6,8.0,Finished
2012,6,Monaco Grand Prix,monaco,resta,Force India,14,7,6.0,Finished
2012,6,Monaco Grand Prix,monaco,hulkenberg,Force India,10,8,4.0,Finished
2012,6,Monaco Grand Prix,monaco,raikkonen,Lotus F1,8,9,2.0,Finished
2012,6,Monaco Grand Prix,monaco,bruno_senna,Williams,13,10,1.0,Finished
2012,6,Monaco Grand Prix,monaco,perez,Sauber,23,11,0.0,+1 Lap
2012,6,Monaco Grand Prix,monaco,vergne,Toro Rosso,16,12,0.0,+1 Lap
2012,6,Monaco Grand Prix,monaco,kovalainen,Caterham,17,13,0.0,+1 Lap
2012,6,Monaco Grand Prix,monaco,glock,Marussia,19,14,0.0,+1 Lap
2012,6,Monaco Grand Prix,monaco,karthikeyan,HRT,22,15,0.0,+2 Laps
2012,6,Monaco Grand Prix,monaco,button,McLaren,12,16,0.0,Collision
2012,6,Monaco Grand Prix,monaco,ricciardo,Toro Rosso,15,\N,0.0,Retired
2012,6,Monaco Grand Prix,monaco,pic,Marussia,21,\N,0.0,Retired
2012,6,Monaco Grand Prix,monaco,michael_schumacher,Mercedes,6,\N,0.0,Fuel pressure
2012,6,Monaco Grand Prix,monaco,petrov,Caterham,18,\N,0.0,Electrical
2012,6,Monaco Grand Prix,monaco,kobayashi,Sauber,11,\N,0.0,Accident
2012,6,Monaco Grand Prix,monaco,rosa,HRT,20,\N,0.0,Accident
2012,6,Monaco Grand Prix,monaco,maldonado,Williams,24,\N,0.0,Accident
2012,6,Monaco Grand Prix,monaco,grosjean,Lotus F1,4,\N,0.0,Accident
2012,7,Canadian Grand Prix,villeneuve,hamilton,McLaren,2,1,25.0,Finished
2012,7,Canadian Grand Prix,villeneuve,grosjean,Lotus F1,7,2,18.0,Finished
2012,7,Canadian Grand Prix,villeneuve,perez,Sauber,15,3,15.0,Finished
2012,7,Canadian Grand Prix,villeneuve,vettel,Red Bull,1,4,12.0,Finished
2012,7,Canadian Grand Prix,villeneuve,alonso,Ferrari,3,5,10.0,Finished
2012,7,Canadian Grand Prix,villeneuve,rosberg,Mercedes,5,6,8.0,Finished
2012,7,Canadian Grand Prix,villeneuve,webber,Red Bull,4,7,6.0,Finished
2012,7,Canadian Grand Prix,villeneuve,raikkonen,Lotus F1,12,8,4.0,Finished
2012,7,Canadian Grand Prix,villeneuve,kobayashi,Sauber,11,9,2.0,Finished
2012,7,Canadian Grand Prix,villeneuve,massa,Ferrari,6,10,1.0,Finished
2012,7,Canadian Grand Prix,villeneuve,resta,Force India,8,11,0.0,Finished
2012,7,Canadian Grand Prix,villeneuve,hulkenberg,Force India,13,12,0.0,Finished
2012,7,Canadian Grand Prix,villeneuve,maldonado,Williams,22,13,0.0,Finished
2012,7,Canadian Grand Prix,villeneuve,ricciardo,Toro Rosso,14,14,0.0,Finished
2012,7,Canadian Grand Prix,villeneuve,vergne,Toro Rosso,19,15,0.0,+1 Lap
2012,7,Canadian Grand Prix,villeneuve,button,McLaren,10,16,0.0,+1 Lap
2012,7,Canadian Grand Prix,villeneuve,bruno_senna,Williams,16,17,0.0,+1 Lap
2012,7,Canadian Grand Prix,villeneuve,kovalainen,Caterham,17,18,0.0,+1 Lap
2012,7,Canadian Grand Prix,villeneuve,petrov,Caterham,18,19,0.0,+1 Lap
2012,7,Canadian Grand Prix,villeneuve,pic,Marussia,23,20,0.0,+3 Laps
2012,7,Canadian Grand Prix,villeneuve,glock,Marussia,21,21,0.0,Suspension
2012,7,Canadian Grand Prix,villeneuve,michael_schumacher,Mercedes,9,\N,0.0,Rear wing
2012,7,Canadian Grand Prix,villeneuve,rosa,HRT,20,\N,0.0,Brakes
2012,7,Canadian Grand Prix,villeneuve,karthikeyan,HRT,24,\N,0.0,Suspension
2012,8,European Grand Prix,valencia,alonso,Ferrari,11,1,25.0,Finished
2012,8,European Grand Prix,valencia,raikkonen,Lotus F1,5,2,18.0,Finished
2012,8,European Grand Prix,valencia,michael_schumacher,Mercedes,12,3,15.0,Finished
2012,8,European Grand Prix,valencia,webber,Red Bull,19,4,12.0,Finished
2012,8,European Grand Prix,valencia,hulkenberg,Force India,8,5,10.0,Finished
2012,8,European Grand Prix,valencia,rosberg,Mercedes,6,6,8.0,Finished
2012,8,European Grand Prix,valencia,resta,Force India,10,7,6.0,Finished
2012,8,European Grand Prix,valencia,button,McLaren,9,8,4.0,Finished
2012,8,European Grand Prix,valencia,perez,Sauber,15,9,2.0,Finished
2012,8,European Grand Prix,valencia,bruno_senna,Williams,14,10,1.0,Finished
2012,8,European Grand Prix,valencia,ricciardo,Toro Rosso,17,11,0.0,Finished
2012,8,European Grand Prix,valencia,maldonado,Williams,3,12,0.0,Finished
2012,8,European Grand Prix,valencia,petrov,Caterham,20,13,0.0,Finished
2012,8,European Grand Prix,valencia,kovalainen,Caterham,16,14,0.0,Finished
2012,8,European Grand Prix,valencia,pic,Marussia,23,15,0.0,Finished
2012,8,European Grand Prix,valencia,massa,Ferrari,13,16,0.0,+1 Lap
2012,8,European Grand Prix,valencia,rosa,HRT,21,17,0.0,+1 Lap
2012,8,European Grand Prix,valencia,karthikeyan,HRT,22,18,0.0,+1 Lap
2012,8,European Grand Prix,valencia,hamilton,McLaren,2,19,0.0,Collision
2012,8,European Grand Prix,valencia,grosjean,Lotus F1,4,\N,0.0,Electronics
2012,8,European Grand Prix,valencia,vettel,Red Bull,1,\N,0.0,Gearbox
2012,8,European Grand Prix,valencia,kobayashi,Sauber,7,\N,0.0,Collision
2012,8,European Grand Prix,valencia,vergne,Toro Rosso,18,\N,0.0,Collision
2012,8,European Grand Prix,valencia,glock,Marussia,0,\N,0.0,Withdrew
2012,9,British Grand Prix,silverstone,webber,Red Bull,2,1,25.0,Finished
2012,9,British Grand Prix,silverstone,alonso,Ferrari,1,2,18.0,Finished
2012,9,British Grand Prix,silverstone,vettel,Red Bull,4,3,15.0,Finished
2012,9,British Grand Prix,silverstone,massa,Ferrari,5,4,12.0,Finished
2012,9,British Grand Prix,silverstone,raikkonen,Lotus F1,6,5,10.0,Finished
2012,9,British Grand Prix,silverstone,grosjean,Lotus F1,9,6,8.0,Finished
2012,9,British Grand Prix,silverstone,michael_schumacher,Mercedes,3,7,6.0,Finished
2012,9,British Grand Prix,silverstone,hamilton,McLaren,8,8,4.0,Finished
2012,9,British Grand Prix,silverstone,bruno_senna,Williams,13,9,2.0,Finished
2012,9,British Grand Prix,silverstone,button,McLaren,16,10,1.0,Finished
2012,9,British Grand Prix,silverstone,kobayashi,Sauber,17,11,0.0,Finished
2012,9,British Grand Prix,silverstone,hulkenberg,Force India,14,12,0.0,Finished
2012,9,British Grand Prix,silverstone,ricciardo,Toro Rosso,12,13,0.0,Finished
2012,9,British Grand Prix,silverstone,vergne,Toro Rosso,23,14,0.0,Finished
2012,9,British Grand Prix,silverstone,rosberg,Mercedes,11,15,0.0,Finished
2012,9,British Grand Prix,silverstone,maldonado,Williams,7,16,0.0,+1 Lap
2012,9,British Grand Prix,silverstone,kovalainen,Caterham,19,17,0.0,+1 Lap
2012,9,British Grand Prix,silverstone,glock,Marussia,20,18,0.0,+1 Lap
2012,9,British Grand Prix,silverstone,pic,Marussia,24,19,0.0,+1 Lap
2012,9,British Grand Prix,silverstone,rosa,HRT,21,20,0.0,+2 Laps
2012,9,British Grand Prix,silverstone,karthikeyan,HRT,22,21,0.0,+2 Laps
2012,9,British Grand Prix,silverstone,perez,Sauber,15,\N,0.0,Collision
2012,9,British Grand Prix,silverstone,resta,Force India,10,\N,0.0,Collision
2012,9,British Grand Prix,silverstone,petrov,Caterham,18,\N,0.0,Engine
2012,10,German Grand Prix,hockenheimring,alonso,Ferrari,1,1,25.0,Finished
2012,10,German Grand Prix,hockenheimring,button,McLaren,6,2,18.0,Finished
2012,10,German Grand Prix,hockenheimring,raikkonen,Lotus F1,10,3,15.0,Finished
2012,10,German Grand Prix,hockenheimring,kobayashi,Sauber,12,4,12.0,Finished
2012,10,German Grand Prix,hockenheimring,vettel,Red Bull,2,5,10.0,Finished
2012,10,German Grand Prix,hockenheimring,perez,Sauber,17,6,8.0,Finished
2012,10,German Grand Prix,hockenheimring,michael_schumacher,Mercedes,3,7,6.0,Finished
2012,10,German Grand Prix,hockenheimring,webber,Red Bull,8,8,4.0,Finished
2012,10,German Grand Prix,hockenheimring,hulkenberg,Force India,4,9,2.0,Finished
2012,10,German Grand Prix,hockenheimring,rosberg,Mercedes,21,10,1.0,Finished
2012,10,German Grand Prix,hockenheimring,resta,Force India,9,11,0.0,Finished
2012,10,German Grand Prix,hockenheimring,massa,Ferrari,13,12,0.0,Finished
2012,10,German Grand Prix,hockenheimring,ricciardo,Toro Rosso,11,13,0.0,Finished
2012,10,German Grand Prix,hockenheimring,vergne,Toro Rosso,15,14,0.0,Finished
2012,10,German Grand Prix,hockenheimring,maldonado,Williams,5,15,0.0,+1 Lap
2012,10,German Grand Prix,hockenheimring,petrov,Caterham,18,16,0.0,+1 Lap
2012,10,German Grand Prix,hockenheimring,bruno_senna,Williams,14,17,0.0,+1 Lap
2012,10,German Grand Prix,hockenheimring,grosjean,Lotus F1,19,18,0.0,+1 Lap
2012,10,German Grand Prix,hockenheimring,kovalainen,Caterham,16,19,0.0,+2 Laps
2012,10,German Grand Prix,hockenheimring,pic,Marussia,20,20,0.0,+2 Laps
2012,10,German Grand Prix,hockenheimring,rosa,HRT,23,21,0.0,+3 Laps
2012,10,German Grand Prix,hockenheimring,glock,Marussia,22,22,0.0,+3 Laps
2012,10,German Grand Prix,hockenheimring,karthikeyan,HRT,24,23,0.0,+3 Laps
2012,10,German Grand Prix,hockenheimring,hamilton,McLaren,7,\N,0.0,Puncture
2012,11,Hungarian Grand Prix,hungaroring,hamilton,McLaren,1,1,25.0,Finished
2012,11,Hungarian Grand Prix,hungaroring,raikkonen,Lotus F1,5,2,18.0,Finished
2012,11,Hungarian Grand Prix,hungaroring,grosjean,Lotus F1,2,3,15.0,Finished
2012,11,Hungarian Grand Prix,hungaroring,vettel,Red Bull,3,4,12.0,Finished
2012,11,Hungarian Grand Prix,hungaroring,alonso,Ferrari,6,5,10.0,Finished
2012,11,Hungarian Grand Prix,hungaroring,button,McLaren,4,6,8.0,Finished
2012,11,Hungarian Grand Prix,hungaroring,bruno_senna,Williams,9,7,6.0,Finished
2012,11,Hungarian Grand Prix,hungaroring,webber,Red Bull,11,8,4.0,Finished
2012,11,Hungarian Grand Prix,hungaroring,massa,Ferrari,7,9,2.0,Finished
2012,11,Hungarian Grand Prix,hungaroring,rosberg,Mercedes,13,10,1.0,Finished
2012,11,Hungarian Grand Prix,hungaroring,hulkenberg,Force India,10,11,0.0,Finished
2012,11,Hungarian Grand Prix,hungaroring,resta,Force India,12,12,0.0,Finished
2012,11,Hungarian Grand Prix,hungaroring,maldonado,Williams,8,13,0.0,Finished
2012,11,Hungarian Grand Prix,hungaroring,perez,Sauber,14,14,0.0,Finished
2012,11,Hungarian Grand Prix,hungaroring,ricciardo,Toro Rosso,18,15,0.0,+1 Lap
2012,11,Hungarian Grand Prix,hungaroring,vergne,Toro Rosso,16,16,0.0,+1 Lap
2012,11,Hungarian Grand Prix,hungaroring,kovalainen,Caterham,19,17,0.0,+1 Lap
2012,11,Hungarian Grand Prix,hungaroring,kobayashi,Sauber,15,18,0.0,+2 Laps
2012,11,Hungarian Grand Prix,hungaroring,petrov,Caterham,20,19,0.0,+2 Laps
2012,11,Hungarian Grand Prix,hungaroring,pic,Marussia,21,20,0.0,+2 Laps
2012,11,Hungarian Grand Prix,hungaroring,glock,Marussia,22,21,0.0,+3 Laps
2012,11,Hungarian Grand Prix,hungaroring,rosa,HRT,23,22,0.0,+3 Laps
2012,11,Hungarian Grand Prix,hungaroring,karthikeyan,HRT,24,\N,0.0,Suspension
2012,11,Hungarian Grand Prix,hungaroring,michael_schumacher,Mercedes,17,\N,0.0,+11 Laps
2012,12,Belgian Grand Prix,spa,button,McLaren,1,1,25.0,Finished
2012,12,Belgian Grand Prix,spa,vettel,Red Bull,10,2,18.0,Finished
2012,12,Belgian Grand Prix,spa,raikkonen,Lotus F1,3,3,15.0,Finished
2012,12,Belgian Grand Prix,spa,hulkenberg,Force India,11,4,12.0,Finished
2012,12,Belgian Grand Prix,spa,massa,Ferrari,14,5,10.0,Finished
2012,12,Belgian Grand Prix,spa,webber,Red Bull,12,6,8.0,Finished
2012,12,Belgian Grand Prix,spa,michael_schumacher,Mercedes,13,7,6.0,Finished
2012,12,Belgian Grand Prix,spa,vergne,Toro Rosso,15,8,4.0,Finished
2012,12,Belgian Grand Prix,spa,ricciardo,Toro Rosso,16,9,2.0,Finished
2012,12,Belgian Grand Prix,spa,resta,Force India,9,10,1.0,Finished
2012,12,Belgian Grand Prix,spa,rosberg,Mercedes,23,11,0.0,Finished
2012,12,Belgian Grand Prix,spa,bruno_senna,Williams,17,12,0.0,Finished
2012,12,Belgian Grand Prix,spa,kobayashi,Sauber,2,13,0.0,Finished
2012,12,Belgian Grand Prix,spa,petrov,Caterham,19,14,0.0,+1 Lap
2012,12,Belgian Grand Prix,spa,glock,Marussia,20,15,0.0,+1 Lap
2012,12,Belgian Grand Prix,spa,pic,Marussia,22,16,0.0,+1 Lap
2012,12,Belgian Grand Prix,spa,kovalainen,Caterham,18,17,0.0,+1 Lap
2012,12,Belgian Grand Prix,spa,rosa,HRT,21,18,0.0,+1 Lap
2012,12,Belgian Grand Prix,spa,karthikeyan,HRT,24,\N,0.0,Spun off
2012,12,Belgian Grand Prix,spa,maldonado,Williams,6,\N,0.0,Collision
2012,12,Belgian Grand Prix,spa,perez,Sauber,4,\N,0.0,Collision
2012,12,Belgian Grand Prix,spa,alonso,Ferrari,5,\N,0.0,Collision
2012,12,Belgian Grand Prix,spa,hamilton,McLaren,7,\N,0.0,Collision
2012,12,Belgian Grand Prix,spa,grosjean,Lotus F1,8,\N,0.0,Collision
2012,13,Italian Grand Prix,monza,hamilton,McLaren,1,1,25.0,Finished
2012,13,Italian Grand Prix,monza,perez,Sauber,12,2,18.0,Finished
2012,13,Italian Grand Prix,monza,alonso,Ferrari,10,3,15.0,Finished
2012,13,Italian Grand Prix,monza,massa,Ferrari,3,4,12.0,Finished
2012,13,Italian Grand Prix,monza,raikkonen,Lotus F1,7,5,10.0,Finished
2012,13,Italian Grand Prix,monza,michael_schumacher,Mercedes,4,6,8.0,Finished
2012,13,Italian Grand Prix,monza,rosberg,Mercedes,6,7,6.0,Finished
2012,13,Italian Grand Prix,monza,resta,Force India,9,8,4.0,Finished
2012,13,Italian Grand Prix,monza,kobayashi,Sauber,8,9,2.0,Finished
2012,13,Italian Grand Prix,monza,bruno_senna,Williams,13,10,1.0,Finished
2012,13,Italian Grand Prix,monza,maldonado,Williams,22,11,0.0,Finished
2012,13,Italian Grand Prix,monza,ricciardo,Toro Rosso,14,12,0.0,Finished
2012,13,Italian Grand Prix,monza,ambrosio,Lotus F1,15,13,0.0,Finished
2012,13,Italian Grand Prix,monza,kovalainen,Caterham,17,14,0.0,+1 Lap
2012,13,Italian Grand Prix,monza,petrov,Caterham,18,15,0.0,+1 Lap
2012,13,Italian Grand Prix,monza,pic,Marussia,20,16,0.0,+1 Lap
2012,13,Italian Grand Prix,monza,glock,Marussia,19,17,0.0,+1 Lap
2012,13,Italian Grand Prix,monza,rosa,HRT,23,18,0.0,+1 Lap
2012,13,Italian Grand Prix,monza,karthikeyan,HRT,21,19,0.0,+1 Lap
2012,13,Italian Grand Prix,monza,webber,Red Bull,11,20,0.0,Vibrations
2012,13,Italian Grand Prix,monza,hulkenberg,Force India,24,21,0.0,Brakes
2012,13,Italian Grand Prix,monza,vettel,Red Bull,5,22,0.0,Alternator
2012,13,Italian Grand Prix,monza,button,McLaren,2,\N,0.0,Fuel pressure
2012,13,Italian Grand Prix,monza,vergne,Toro Rosso,16,\N,0.0,Suspension
2012,14,Singapore Grand Prix,marina_bay,vettel,Red Bull,3,1,25.0,Finished
2012,14,Singapore Grand Prix,marina_bay,button,McLaren,4,2,18.0,Finished
2012,14,Singapore Grand Prix,marina_bay,alonso,Ferrari,5,3,15.0,Finished
2012,14,Singapore Grand Prix,marina_bay,resta,Force India,6,4,12.0,Finished
2012,14,Singapore Grand Prix,marina_bay,rosberg,Mercedes,10,5,10.0,Finished
2012,14,Singapore Grand Prix,marina_bay,raikkonen,Lotus F1,12,6,8.0,Finished
2012,14,Singapore Grand Prix,marina_bay,grosjean,Lotus F1,8,7,6.0,Finished
2012,14,Singapore Grand Prix,marina_bay,massa,Ferrari,13,8,4.0,Finished
2012,14,Singapore Grand Prix,marina_bay,ricciardo,Toro Rosso,15,9,2.0,Finished
2012,14,Singapore Grand Prix,marina_bay,perez,Sauber,14,10,1.0,Finished
2012,14,Singapore Grand Prix,marina_bay,webber,Red Bull,7,11,0.0,Finished
2012,14,Singapore Grand Prix,marina_bay,glock,Marussia,20,12,0.0,Finished
2012,14,Singapore Grand Prix,marina_bay,kobayashi,Sauber,17,13,0.0,Finished
2012,14,Singapore Grand Prix,marina_bay,hulkenberg,Force India,11,14,0.0,Finished
2012,14,Singapore Grand Prix,marina_bay,kovalainen,Caterham,19,15,0.0,Finished
2012,14,Singapore Grand Prix,marina_bay,pic,Marussia,21,16,0.0,Finished
2012,14,Singapore Grand Prix,marina_bay,rosa,HRT,24,17,0.0,+1 Lap
2012,14,Singapore Grand Prix,marina_bay,bruno_senna,Williams,22,18,0.0,Retired
2012,14,Singapore Grand Prix,marina_bay,petrov,Caterham,18,19,0.0,+2 Laps
2012,14,Singapore Grand Prix,marina_bay,vergne,Toro Rosso,16,\N,0.0,Collision
2012,14,Singapore Grand Prix,marina_bay,michael_schumacher,Mercedes,9,\N,0.0,Collision
2012,14,Singapore Grand Prix,marina_bay,maldonado,Williams,2,\N,0.0,Hydraulics
2012,14,Singapore Grand Prix,marina_bay,karthikeyan,HRT,23,\N,0.0,Accident
2012,14,Singapore Grand Prix,marina_bay,hamilton,McLaren,1,\N,0.0,Gearbox
2012,15,Japanese Grand Prix,suzuka,vettel,Red Bull,1,1,25.0,Finished
2012,15,Japanese Grand Prix,suzuka,massa,Ferrari,10,2,18.0,Finished
2012,15,Japanese Grand Prix,suzuka,kobayashi,Sauber,3,3,15.0,Finished
2012,15,Japanese Grand Prix,suzuka,button,McLaren,8,4,12.0,Finished
2012,15,Japanese Grand Prix,suzuka,hamilton,McLaren,9,5,10.0,Finished
2012,15,Japanese Grand Prix,suzuka,raikkonen,Lotus F1,7,6,8.0,Finished
2012,15,Japanese Grand Prix,suzuka,hulkenberg,Force India,15,7,6.0,Finished
