season,round,race_name,circuit,driver,team,grid,position,points,status
2016,10,British Grand Prix,silverstone,hulkenberg,Force India,8,7,6.0,Finished
2016,10,British Grand Prix,silverstone,sainz,Toro Rosso,7,8,4.0,Finished
2016,10,British Grand Prix,silverstone,vettel,Ferrari,11,9,2.0,Finished
2016,10,British Grand Prix,silverstone,kvyat,Toro Rosso,15,10,1.0,Finished
2016,10,British Grand Prix,silverstone,massa,Williams,12,11,0.0,+1 Lap
2016,10,British Grand Prix,silverstone,button,McLaren,17,12,0.0,+1 Lap
2016,10,British Grand Prix,silverstone,alonso,McLaren,9,13,0.0,+1 Lap
2016,10,British Grand Prix,silverstone,bottas,Williams,6,14,0.0,+1 Lap
2016,10,British Grand Prix,silverstone,nasr,Sauber,21,15,0.0,+1 Lap
2016,10,British Grand Prix,silverstone,gutierrez,Haas F1 Team,14,16,0.0,+1 Lap
2016,10,British Grand Prix,silverstone,kevin_magnussen,Renault,16,17,0.0,Gearbox
2016,10,British Grand Prix,silverstone,jolyon_palmer,Renault,18,\N,0.0,Gearbox
2016,10,British Grand Prix,silverstone,haryanto,Manor Marussia,19,\N,0.0,Spun off
2016,10,British Grand Prix,silverstone,grosjean,Haas F1 Team,13,\N,0.0,Retired
2016,10,British Grand Prix,silverstone,ericsson,Sauber,22,\N,0.0,Power Unit
2016,10,British Grand Prix,silverstone,wehrlein,Manor Marussia,20,\N,0.0,Spun off
2016,11,Hungarian Grand Prix,hungaroring,hamilton,Mercedes,2,1,25.0,Finished
2016,11,Hungarian Grand Prix,hungaroring,rosberg,Mercedes,1,2,18.0,Finished
2016,11,Hungarian Grand Prix,hungaroring,ricciardo,Red Bull,3,3,15.0,Finished
2016,11,Hungarian Grand Prix,hungaroring,vettel,Ferrari,5,4,12.0,Finished
2016,11,Hungarian Grand Prix,hungaroring,max_verstappen,Red Bull,4,5,10.0,Finished
2016,11,Hungarian Grand Prix,hungaroring,raikkonen,Ferrari,14,6,8.0,Finished
2016,11,Hungarian Grand Prix,hungaroring,alonso,McLaren,7,7,6.0,+1 Lap
2016,11,Hungarian Grand Prix,hungaroring,sainz,Toro Rosso,6,8,4.0,+1 Lap
2016,11,Hungarian Grand Prix,hungaroring,bottas,Williams,10,9,2.0,+1 Lap
2016,11,Hungarian Grand Prix,hungaroring,hulkenberg,Force India,9,10,1.0,+1 Lap
2016,11,Hungarian Grand Prix,hungaroring,perez,Force India,13,11,0.0,+1 Lap
2016,11,Hungarian Grand Prix,hungaroring,jolyon_palmer,Renault,17,12,0.0,+1 Lap
2016,11,Hungarian Grand Prix,hungaroring,gutierrez,Haas F1 Team,15,13,0.0,+1 Lap
2016,11,Hungarian Grand Prix,hungaroring,grosjean,Haas F1 Team,11,14,0.0,+1 Lap
2016,11,Hungarian Grand Prix,hungaroring,kevin_magnussen,Renault,19,15,0.0,+1 Lap
2016,11,Hungarian Grand Prix,hungaroring,kvyat,Toro Rosso,12,16,0.0,+1 Lap
2016,11,Hungarian Grand Prix,hungaroring,nasr,Sauber,16,17,0.0,+1 Lap
2016,11,Hungarian Grand Prix,hungaroring,massa,Williams,18,18,0.0,+2 Laps
2016,11,Hungarian Grand Prix,hungaroring,wehrlein,Manor Marussia,20,19,0.0,+2 Laps
2016,11,Hungarian Grand Prix,hungaroring,ericsson,Sauber,22,20,0.0,+2 Laps
2016,11,Hungarian Grand Prix,hungaroring,haryanto,Manor Marussia,21,21,0.0,+2 Laps
2016,11,Hungarian Grand Prix,hungaroring,button,McLaren,8,\N,0.0,Oil leak
2016,12,German Grand Prix,hockenheimring,hamilton,Mercedes,2,1,25.0,Finished
2016,12,German Grand Prix,hockenheimring,ricciardo,Red Bull,3,2,18.0,Finished
2016,12,German Grand Prix,hockenheimring,max_verstappen,Red Bull,4,3,15.0,Finished
2016,12,German Grand Prix,hockenheimring,rosberg,Mercedes,1,4,12.0,Finished
2016,12,German Grand Prix,hockenheimring,vettel,Ferrari,6,5,10.0,Finished
2016,12,German Grand Prix,hockenheimring,raikkonen,Ferrari,5,6,8.0,Finished
2016,12,German Grand Prix,hockenheimring,hulkenberg,Force India,8,7,6.0,Finished
2016,12,German Grand Prix,hockenheimring,button,McLaren,12,8,4.0,+1 Lap
2016,12,German Grand Prix,hockenheimring,bottas,Williams,7,9,2.0,+1 Lap
2016,12,German Grand Prix,hockenheimring,perez,Force India,9,10,1.0,+1 Lap
2016,12,German Grand Prix,hockenheimring,gutierrez,Haas F1 Team,11,11,0.0,+1 Lap
2016,12,German Grand Prix,hockenheimring,alonso,McLaren,13,12,0.0,+1 Lap
2016,12,German Grand Prix,hockenheimring,grosjean,Haas F1 Team,20,13,0.0,+1 Lap
2016,12,German Grand Prix,hockenheimring,sainz,Toro Rosso,15,14,0.0,+1 Lap
2016,12,German Grand Prix,hockenheimring,kvyat,Toro Rosso,18,15,0.0,+1 Lap
2016,12,German Grand Prix,hockenheimring,kevin_magnussen,Renault,16,16,0.0,+1 Lap
2016,12,German Grand Prix,hockenheimring,wehrlein,Manor Marussia,17,17,0.0,+2 Laps
2016,12,German Grand Prix,hockenheimring,ericsson,Sauber,22,18,0.0,+2 Laps
2016,12,German Grand Prix,hockenheimring,jolyon_palmer,Renault,14,19,0.0,+2 Laps
2016,12,German Grand Prix,hockenheimring,haryanto,Manor Marussia,19,20,0.0,+2 Laps
2016,12,German Grand Prix,hockenheimring,nasr,Sauber,21,\N,0.0,Power Unit
2016,12,German Grand Prix,hockenheimring,massa,Williams,10,\N,0.0,Suspension
2016,13,Belgian Grand Prix,spa,rosberg,Mercedes,1,1,25.0,Finished
2016,13,Belgian Grand Prix,spa,ricciardo,Red Bull,5,2,18.0,Finished
2016,13,Belgian Grand Prix,spa,hamilton,Mercedes,21,3,15.0,Finished
2016,13,Belgian Grand Prix,spa,hulkenberg,Force India,7,4,12.0,Finished
2016,13,Belgian Grand Prix,spa,perez,Force India,6,5,10.0,Finished
2016,13,Belgian Grand Prix,spa,vettel,Ferrari,4,6,8.0,Finished
2016,13,Belgian Grand Prix,spa,alonso,McLaren,22,7,6.0,Finished
2016,13,Belgian Grand Prix,spa,bottas,Williams,8,8,4.0,Finished
2016,13,Belgian Grand Prix,spa,raikkonen,Ferrari,3,9,2.0,Finished
2016,13,Belgian Grand Prix,spa,massa,Williams,10,10,1.0,Finished
2016,13,Belgian Grand Prix,spa,max_verstappen,Red Bull,2,11,0.0,Finished
2016,13,Belgian Grand Prix,spa,gutierrez,Haas F1 Team,18,12,0.0,Finished
2016,13,Belgian Grand Prix,spa,grosjean,Haas F1 Team,11,13,0.0,Finished
2016,13,Belgian Grand Prix,spa,kvyat,Toro Rosso,19,14,0.0,Finished
2016,13,Belgian Grand Prix,spa,jolyon_palmer,Renault,13,15,0.0,Finished
2016,13,Belgian Grand Prix,spa,ocon,Manor Marussia,17,16,0.0,+1 Lap
2016,13,Belgian Grand Prix,spa,nasr,Sauber,16,17,0.0,+1 Lap
2016,13,Belgian Grand Prix,spa,kevin_magnussen,Renault,12,\N,0.0,Accident
2016,13,Belgian Grand Prix,spa,ericsson,Sauber,20,\N,0.0,Gearbox
2016,13,Belgian Grand Prix,spa,sainz,Toro Rosso,14,\N,0.0,Puncture
2016,13,Belgian Grand Prix,spa,button,McLaren,9,\N,0.0,Collision damage
2016,13,Belgian Grand Prix,spa,wehrlein,Manor Marussia,15,\N,0.0,Collision damage
2016,14,Italian Grand Prix,monza,rosberg,Mercedes,2,1,25.0,Finished
2016,14,Italian Grand Prix,monza,hamilton,Mercedes,1,2,18.0,Finished
2016,14,Italian Grand Prix,monza,vettel,Ferrari,3,3,15.0,Finished
2016,14,Italian Grand Prix,monza,raikkonen,Ferrari,4,4,12.0,Finished
2016,14,Italian Grand Prix,monza,ricciardo,Red Bull,6,5,10.0,Finished
2016,14,Italian Grand Prix,monza,bottas,Williams,5,6,8.0,Finished
2016,14,Italian Grand Prix,monza,max_verstappen,Red Bull,7,7,6.0,Finished
2016,14,Italian Grand Prix,monza,perez,Force India,8,8,4.0,Finished
2016,14,Italian Grand Prix,monza,massa,Williams,11,9,2.0,Finished
2016,14,Italian Grand Prix,monza,hulkenberg,Force India,9,10,1.0,Finished
2016,14,Italian Grand Prix,monza,grosjean,Haas F1 Team,17,11,0.0,+1 Lap
2016,14,Italian Grand Prix,monza,button,McLaren,14,12,0.0,+1 Lap
2016,14,Italian Grand Prix,monza,gutierrez,Haas F1 Team,10,13,0.0,+1 Lap
2016,14,Italian Grand Prix,monza,alonso,McLaren,12,14,0.0,+1 Lap
2016,14,Italian Grand Prix,monza,sainz,Toro Rosso,15,15,0.0,+1 Lap
2016,14,Italian Grand Prix,monza,ericsson,Sauber,19,16,0.0,+1 Lap
2016,14,Italian Grand Prix,monza,kevin_magnussen,Renault,21,17,0.0,+1 Lap
2016,14,Italian Grand Prix,monza,ocon,Manor Marussia,22,18,0.0,+2 Laps
2016,14,Italian Grand Prix,monza,kvyat,Toro Rosso,16,\N,0.0,Battery
2016,14,Italian Grand Prix,monza,wehrlein,Manor Marussia,13,\N,0.0,Oil leak
2016,14,Italian Grand Prix,monza,jolyon_palmer,Renault,20,\N,0.0,Collision damage
2016,14,Italian Grand Prix,monza,nasr,Sauber,18,\N,0.0,Collision damage
2016,15,Singapore Grand Prix,marina_bay,rosberg,Mercedes,1,1,25.0,Finished
2016,15,Singapore Grand Prix,marina_bay,ricciardo,Red Bull,2,2,18.0,Finished
2016,15,Singapore Grand Prix,marina_bay,hamilton,Mercedes,3,3,15.0,Finished
2016,15,Singapore Grand Prix,marina_bay,raikkonen,Ferrari,5,4,12.0,Finished
2016,15,Singapore Grand Prix,marina_bay,vettel,Ferrari,22,5,10.0,Finished
2016,15,Singapore Grand Prix,marina_bay,max_verstappen,Red Bull,4,6,8.0,Finished
2016,15,Singapore Grand Prix,marina_bay,alonso,McLaren,9,7,6.0,Finished
2016,15,Singapore Grand Prix,marina_bay,perez,Force India,17,8,4.0,Finished
2016,15,Singapore Grand Prix,marina_bay,kvyat,Toro Rosso,7,9,2.0,Finished
2016,15,Singapore Grand Prix,marina_bay,kevin_magnussen,Renault,15,10,1.0,Finished
2016,15,Singapore Grand Prix,marina_bay,gutierrez,Haas F1 Team,13,11,0.0,+1 Lap
2016,15,Singapore Grand Prix,marina_bay,massa,Williams,11,12,0.0,+1 Lap
2016,15,Singapore Grand Prix,marina_bay,nasr,Sauber,16,13,0.0,+1 Lap
2016,15,Singapore Grand Prix,marina_bay,sainz,Toro Rosso,6,14,0.0,+1 Lap
2016,15,Singapore Grand Prix,marina_bay,jolyon_palmer,Renault,18,15,0.0,+1 Lap
2016,15,Singapore Grand Prix,marina_bay,wehrlein,Manor Marussia,19,16,0.0,+1 Lap
2016,15,Singapore Grand Prix,marina_bay,ericsson,Sauber,14,17,0.0,+1 Lap
2016,15,Singapore Grand Prix,marina_bay,ocon,Manor Marussia,21,18,0.0,+2 Laps
2016,15,Singapore Grand Prix,marina_bay,button,McLaren,12,\N,0.0,Brakes
2016,15,Singapore Grand Prix,marina_bay,bottas,Williams,10,\N,0.0,Overheating
2016,15,Singapore Grand Prix,marina_bay,hulkenberg,Force India,8,\N,0.0,Collision
2016,15,Singapore Grand Prix,marina_bay,grosjean,Haas F1 Team,20,\N,0.0,Withdrew
2016,16,Malaysian Grand Prix,sepang,ricciardo,Red Bull,4,1,25.0,Finished
2016,16,Malaysian Grand Prix,sepang,max_verstappen,Red Bull,3,2,18.0,Finished
2016,16,Malaysian Grand Prix,sepang,rosberg,Mercedes,2,3,15.0,Finished
2016,16,Malaysian Grand Prix,sepang,raikkonen,Ferrari,6,4,12.0,Finished
2016,16,Malaysian Grand Prix,sepang,bottas,Williams,11,5,10.0,Finished
2016,16,Malaysian Grand Prix,sepang,perez,Force India,7,6,8.0,Finished
2016,16,Malaysian Grand Prix,sepang,alonso,McLaren,22,7,6.0,Finished
2016,16,Malaysian Grand Prix,sepang,hulkenberg,Force India,8,8,4.0,Finished
2016,16,Malaysian Grand Prix,sepang,button,McLaren,9,9,2.0,Finished
2016,16,Malaysian Grand Prix,sepang,jolyon_palmer,Renault,19,10,1.0,Finished
2016,16,Malaysian Grand Prix,sepang,sainz,Toro Rosso,16,11,0.0,Finished
2016,16,Malaysian Grand Prix,sepang,ericsson,Sauber,17,12,0.0,+1 Lap
2016,16,Malaysian Grand Prix,sepang,massa,Williams,10,13,0.0,+1 Lap
2016,16,Malaysian Grand Prix,sepang,kvyat,Toro Rosso,15,14,0.0,+1 Lap
2016,16,Malaysian Grand Prix,sepang,wehrlein,Manor Marussia,21,15,0.0,+1 Lap
2016,16,Malaysian Grand Prix,sepang,ocon,Manor Marussia,20,16,0.0,+1 Lap
2016,16,Malaysian Grand Prix,sepang,nasr,Sauber,18,\N,0.0,Brakes
2016,16,Malaysian Grand Prix,sepang,hamilton,Mercedes,1,\N,0.0,Engine
2016,16,Malaysian Grand Prix,sepang,gutierrez,Haas F1 Team,13,\N,0.0,Wheel nut
2016,16,Malaysian Grand Prix,sepang,kevin_magnussen,Renault,14,\N,0.0,Power loss
2016,16,Malaysian Grand Prix,sepang,grosjean,Haas F1 Team,12,\N,0.0,Brakes
2016,16,Malaysian Grand Prix,sepang,vettel,Ferrari,5,\N,0.0,Collision
2016,17,Japanese Grand Prix,suzuka,rosberg,Mercedes,1,1,25.0,Finished
2016,17,Japanese Grand Prix,suzuka,max_verstappen,Red Bull,3,2,18.0,Finished
2016,17,Japanese Grand Prix,suzuka,hamilton,Mercedes,2,3,15.0,Finished
2016,17,Japanese Grand Prix,suzuka,vettel,Ferrari,6,4,12.0,Finished
2016,17,Japanese Grand Prix,suzuka,raikkonen,Ferrari,8,5,10.0,Finished
2016,17,Japanese Grand Prix,suzuka,ricciardo,Red Bull,4,6,8.0,Finished
2016,17,Japanese Grand Prix,suzuka,perez,Force India,5,7,6.0,Finished
2016,17,Japanese Grand Prix,suzuka,hulkenberg,Force India,9,8,4.0,Finished
2016,17,Japanese Grand Prix,suzuka,massa,Williams,12,9,2.0,Finished
2016,17,Japanese Grand Prix,suzuka,bottas,Williams,11,10,1.0,Finished
2016,17,Japanese Grand Prix,suzuka,grosjean,Haas F1 Team,7,11,0.0,Finished
2016,17,Japanese Grand Prix,suzuka,jolyon_palmer,Renault,16,12,0.0,+1 Lap
2016,17,Japanese Grand Prix,suzuka,kvyat,Toro Rosso,13,13,0.0,+1 Lap
2016,17,Japanese Grand Prix,suzuka,kevin_magnussen,Renault,17,14,0.0,+1 Lap
2016,17,Japanese Grand Prix,suzuka,ericsson,Sauber,18,15,0.0,+1 Lap
2016,17,Japanese Grand Prix,suzuka,alonso,McLaren,15,16,0.0,+1 Lap
2016,17,Japanese Grand Prix,suzuka,sainz,Toro Rosso,14,17,0.0,+1 Lap
2016,17,Japanese Grand Prix,suzuka,button,McLaren,22,18,0.0,+1 Lap
2016,17,Japanese Grand Prix,suzuka,nasr,Sauber,19,19,0.0,+1 Lap
2016,17,Japanese Grand Prix,suzuka,gutierrez,Haas F1 Team,10,20,0.0,+1 Lap
2016,17,Japanese Grand Prix,suzuka,ocon,Manor Marussia,20,21,0.0,+1 Lap
2016,17,Japanese Grand Prix,suzuka,wehrlein,Manor Marussia,21,22,0.0,+1 Lap
2016,18,United States Grand Prix,americas,hamilton,Mercedes,1,1,25.0,Finished
2016,18,United States Grand Prix,americas,rosberg,Mercedes,2,2,18.0,Finished
2016,18,United States Grand Prix,americas,ricciardo,Red Bull,3,3,15.0,Finished
2016,18,United States Grand Prix,americas,vettel,Ferrari,6,4,12.0,Finished
2016,18,United States Grand Prix,americas,alonso,McLaren,12,5,10.0,Finished
2016,18,United States Grand Prix,americas,sainz,Toro Rosso,10,6,8.0,Finished
2016,18,United States Grand Prix,americas,massa,Williams,9,7,6.0,+1 Lap
2016,18,United States Grand Prix,americas,perez,Force India,11,8,4.0,+1 Lap
2016,18,United States Grand Prix,americas,button,McLaren,19,9,2.0,+1 Lap
2016,18,United States Grand Prix,americas,grosjean,Haas F1 Team,17,10,1.0,+1 Lap
2016,18,United States Grand Prix,americas,kvyat,Toro Rosso,13,11,0.0,+1 Lap
2016,18,United States Grand Prix,americas,kevin_magnussen,Renault,18,12,0.0,+1 Lap
2016,18,United States Grand Prix,americas,jolyon_palmer,Renault,15,13,0.0,+1 Lap
2016,18,United States Grand Prix,americas,ericsson,Sauber,16,14,0.0,+1 Lap
2016,18,United States Grand Prix,americas,nasr,Sauber,21,15,0.0,+1 Lap
2016,18,United States Grand Prix,americas,bottas,Williams,8,16,0.0,+1 Lap
2016,18,United States Grand Prix,americas,wehrlein,Manor Marussia,20,17,0.0,+1 Lap
2016,18,United States Grand Prix,americas,ocon,Manor Marussia,22,18,0.0,+2 Laps
2016,18,United States Grand Prix,americas,raikkonen,Ferrari,5,\N,0.0,Wheel
2016,18,United States Grand Prix,americas,max_verstappen,Red Bull,4,\N,0.0,Gearbox
2016,18,United States Grand Prix,americas,gutierrez,Haas F1 Team,14,\N,0.0,Brakes
2016,18,United States Grand Prix,americas,hulkenberg,Force India,7,\N,0.0,Collision
2016,19,Mexican Grand Prix,rodriguez,hamilton,Mercedes,1,1,25.0,Finished
2016,19,Mexican Grand Prix,rodriguez,rosberg,Mercedes,2,2,18.0,Finished
2016,19,Mexican Grand Prix,rodriguez,ricciardo,Red Bull,4,3,15.0,Finished
2016,19,Mexican Grand Prix,rodriguez,max_verstappen,Red Bull,3,4,12.0,Finished
2016,19,Mexican Grand Prix,rodriguez,vettel,Ferrari,7,5,10.0,Finished
2016,19,Mexican Grand Prix,rodriguez,raikkonen,Ferrari,6,6,8.0,Finished
2016,19,Mexican Grand Prix,rodriguez,hulkenberg,Force India,5,7,6.0,Finished
2016,19,Mexican Grand Prix,rodriguez,bottas,Williams,8,8,4.0,Finished
2016,19,Mexican Grand Prix,rodriguez,massa,Williams,9,9,2.0,Finished
2016,19,Mexican Grand Prix,rodriguez,perez,Force India,12,10,1.0,Finished
2016,19,Mexican Grand Prix,rodriguez,ericsson,Sauber,15,11,0.0,+1 Lap
2016,19,Mexican Grand Prix,rodriguez,button,McLaren,13,12,0.0,+1 Lap
2016,19,Mexican Grand Prix,rodriguez,alonso,McLaren,11,13,0.0,+1 Lap
2016,19,Mexican Grand Prix,rodriguez,jolyon_palmer,Renault,21,14,0.0,+1 Lap
2016,19,Mexican Grand Prix,rodriguez,nasr,Sauber,19,15,0.0,+1 Lap
2016,19,Mexican Grand Prix,rodriguez,sainz,Toro Rosso,10,16,0.0,+1 Lap
2016,19,Mexican Grand Prix,rodriguez,kevin_magnussen,Renault,14,17,0.0,+1 Lap
2016,19,Mexican Grand Prix,rodriguez,kvyat,Toro Rosso,18,18,0.0,+1 Lap
2016,19,Mexican Grand Prix,rodriguez,gutierrez,Haas F1 Team,17,19,0.0,+1 Lap
2016,19,Mexican Grand Prix,rodriguez,grosjean,Haas F1 Team,22,20,0.0,+1 Lap
2016,19,Mexican Grand Prix,rodriguez,ocon,Manor Marussia,20,21,0.0,+2 Laps
2016,19,Mexican Grand Prix,rodriguez,wehrlein,Manor Marussia,16,\N,0.0,Collision
2016,20,Brazilian Grand Prix,interlagos,hamilton,Mercedes,1,1,25.0,Finished
2016,20,Brazilian Grand Prix,interlagos,rosberg,Mercedes,2,2,18.0,Finished
2016,20,Brazilian Grand Prix,interlagos,max_verstappen,Red Bull,4,3,15.0,Finished
2016,20,Brazilian Grand Prix,interlagos,perez,Force India,9,4,12.0,Finished
2016,20,Brazilian Grand Prix,interlagos,vettel,Ferrari,5,5,10.0,Finished
2016,20,Brazilian Grand Prix,interlagos,sainz,Toro Rosso,15,6,8.0,Finished
2016,20,Brazilian Grand Prix,interlagos,hulkenberg,Force India,8,7,6.0,Finished
2016,20,Brazilian Grand Prix,interlagos,ricciardo,Red Bull,6,8,4.0,Finished
2016,20,Brazilian Grand Prix,interlagos,nasr,Sauber,21,9,2.0,Finished
2016,20,Brazilian Grand Prix,interlagos,alonso,McLaren,10,10,1.0,Finished
2016,20,Brazilian Grand Prix,interlagos,bottas,Williams,11,11,0.0,Finished
2016,20,Brazilian Grand Prix,interlagos,ocon,Manor Marussia,22,12,0.0,Finished
2016,20,Brazilian Grand Prix,interlagos,kvyat,Toro Rosso,14,13,0.0,Finished
2016,20,Brazilian Grand Prix,interlagos,kevin_magnussen,Renault,18,14,0.0,Finished
2016,20,Brazilian Grand Prix,interlagos,wehrlein,Manor Marussia,19,15,0.0,Finished
2016,20,Brazilian Grand Prix,interlagos,button,McLaren,17,16,0.0,Finished
2016,20,Brazilian Grand Prix,interlagos,gutierrez,Haas F1 Team,12,\N,0.0,Retired
2016,20,Brazilian Grand Prix,interlagos,massa,Williams,13,\N,0.0,Collision
2016,20,Brazilian Grand Prix,interlagos,jolyon_palmer,Renault,16,\N,0.0,Collision damage
2016,20,Brazilian Grand Prix,interlagos,raikkonen,Ferrari,3,\N,0.0,Collision
2016,20,Brazilian Grand Prix,interlagos,ericsson,Sauber,20,\N,0.0,Collision
2016,20,Brazilian Grand Prix,interlagos,grosjean,Haas F1 Team,7,\N,0.0,Withdrew
2016,21,Abu Dhabi Grand Prix,yas_marina,hamilton,Mercedes,1,1,25.0,Finished
2016,21,Abu Dhabi Grand Prix,yas_marina,rosberg,Mercedes,2,2,18.0,Finished
2016,21,Abu Dhabi Grand Prix,yas_marina,vettel,Ferrari,5,3,15.0,Finished
2016,21,Abu Dhabi Grand Prix,yas_marina,max_verstappen,Red Bull,6,4,12.0,Finished
2016,21,Abu Dhabi Grand Prix,yas_marina,ricciardo,Red Bull,3,5,10.0,Finished
2016,21,Abu Dhabi Grand Prix,yas_marina,raikkonen,Ferrari,4,6,8.0,Finished
2016,21,Abu Dhabi Grand Prix,yas_marina,hulkenberg,Force India,7,7,6.0,Finished
2016,21,Abu Dhabi Grand Prix,yas_marina,perez,Force India,8,8,4.0,Finished
2016,21,Abu Dhabi Grand Prix,yas_marina,massa,Williams,10,9,2.0,Finished
2016,21,Abu Dhabi Grand Prix,yas_marina,alonso,McLaren,9,10,1.0,Finished
2016,21,Abu Dhabi Grand Prix,yas_marina,grosjean,Haas F1 Team,14,11,0.0,Finished
2016,21,Abu Dhabi Grand Prix,yas_marina,gutierrez,Haas F1 Team,13,12,0.0,Finished
2016,21,Abu Dhabi Grand Prix,yas_marina,ocon,Manor Marussia,20,13,0.0,+1 Lap
2016,21,Abu Dhabi Grand Prix,yas_marina,wehrlein,Manor Marussia,16,14,0.0,+1 Lap
2016,21,Abu Dhabi Grand Prix,yas_marina,ericsson,Sauber,22,15,0.0,+1 Lap
2016,21,Abu Dhabi Grand Prix,yas_marina,nasr,Sauber,19,16,0.0,+1 Lap
2016,21,Abu Dhabi Grand Prix,yas_marina,jolyon_palmer,Renault,15,17,0.0,+1 Lap
2016,21,Abu Dhabi Grand Prix,yas_marina,sainz,Toro Rosso,21,\N,0.0,Collision damage
2016,21,Abu Dhabi Grand Prix,yas_marina,kvyat,Toro Rosso,17,\N,0.0,Gearbox
2016,21,Abu Dhabi Grand Prix,yas_marina,button,McLaren,12,\N,0.0,Suspension
2016,21,Abu Dhabi Grand Prix,yas_marina,bottas,Williams,11,\N,0.0,Suspension
2016,21,Abu Dhabi Grand Prix,yas_marina,kevin_magnussen,Renault,18,\N,0.0,Suspension
2017,1,Australian Grand Prix,albert_park,vettel,Ferrari,2,1,25.0,Finished
2017,1,Australian Grand Prix,albert_park,hamilton,Mercedes,1,2,18.0,Finished
2017,1,Australian Grand Prix,albert_park,bottas,Mercedes,3,3,15.0,Finished
2017,1,Australian Grand Prix,albert_park,raikkonen,Ferrari,4,4,12.0,Finished
2017,1,Australian Grand Prix,albert_park,max_verstappen,Red Bull,5,5,10.0,Finished
2017,1,Australian Grand Prix,albert_park,massa,Williams,7,6,8.0,Finished
2017,1,Australian Grand Prix,albert_park,perez,Force India,10,7,6.0,+1 Lap
2017,1,Australian Grand Prix,albert_park,sainz,Toro Rosso,8,8,4.0,+1 Lap
2017,1,Australian Grand Prix,albert_park,kvyat,Toro Rosso,9,9,2.0,+1 Lap
2017,1,Australian Grand Prix,albert_park,ocon,Force India,13,10,1.0,+1 Lap
2017,1,Australian Grand Prix,albert_park,hulkenberg,Renault,11,11,0.0,+1 Lap
2017,1,Australian Grand Prix,albert_park,giovinazzi,Sauber,16,12,0.0,+2 Laps
2017,1,Australian Grand Prix,albert_park,vandoorne,McLaren,18,13,0.0,+2 Laps
2017,1,Australian Grand Prix,albert_park,alonso,McLaren,12,\N,0.0,Vibrations
2017,1,Australian Grand Prix,albert_park,kevin_magnussen,Haas F1 Team,17,\N,0.0,Suspension
2017,1,Australian Grand Prix,albert_park,stroll,Williams,20,\N,0.0,Brakes
2017,1,Australian Grand Prix,albert_park,ricciardo,Red Bull,0,\N,0.0,Power Unit
2017,1,Australian Grand Prix,albert_park,ericsson,Sauber,14,\N,0.0,Hydraulics
2017,1,Australian Grand Prix,albert_park,jolyon_palmer,Renault,19,\N,0.0,Brakes
2017,1,Australian Grand Prix,albert_park,grosjean,Haas F1 Team,6,\N,0.0,Water leak
2017,2,Chinese Grand Prix,shanghai,hamilton,Mercedes,1,1,25.0,Finished
2017,2,Chinese Grand Prix,shanghai,vettel,Ferrari,2,2,18.0,Finished
2017,2,Chinese Grand Prix,shanghai,max_verstappen,Red Bull,16,3,15.0,Finished
2017,2,Chinese Grand Prix,shanghai,ricciardo,Red Bull,5,4,12.0,Finished
2017,2,Chinese Grand Prix,shanghai,raikkonen,Ferrari,4,5,10.0,Finished
2017,2,Chinese Grand Prix,shanghai,bottas,Mercedes,3,6,8.0,Finished
2017,2,Chinese Grand Prix,shanghai,sainz,Toro Rosso,11,7,6.0,Finished
2017,2,Chinese Grand Prix,shanghai,kevin_magnussen,Haas F1 Team,12,8,4.0,+1 Lap
2017,2,Chinese Grand Prix,shanghai,perez,Force India,8,9,2.0,+1 Lap
2017,2,Chinese Grand Prix,shanghai,ocon,Force India,17,10,1.0,+1 Lap
2017,2,Chinese Grand Prix,shanghai,grosjean,Haas F1 Team,19,11,0.0,+1 Lap
2017,2,Chinese Grand Prix,shanghai,hulkenberg,Renault,7,12,0.0,+1 Lap
2017,2,Chinese Grand Prix,shanghai,jolyon_palmer,Renault,20,13,0.0,+1 Lap
2017,2,Chinese Grand Prix,shanghai,massa,Williams,6,14,0.0,+1 Lap
2017,2,Chinese Grand Prix,shanghai,ericsson,Sauber,14,15,0.0,+1 Lap
2017,2,Chinese Grand Prix,shanghai,alonso,McLaren,13,\N,0.0,Driveshaft
2017,2,Chinese Grand Prix,shanghai,kvyat,Toro Rosso,9,\N,0.0,Hydraulics
2017,2,Chinese Grand Prix,shanghai,vandoorne,McLaren,15,\N,0.0,Fuel pressure
2017,2,Chinese Grand Prix,shanghai,giovinazzi,Sauber,18,\N,0.0,Accident
2017,2,Chinese Grand Prix,shanghai,stroll,Williams,10,\N,0.0,Collision
2017,3,Bahrain Grand Prix,bahrain,vettel,Ferrari,3,1,25.0,Finished
2017,3,Bahrain Grand Prix,bahrain,hamilton,Mercedes,2,2,18.0,Finished
2017,3,Bahrain Grand Prix,bahrain,bottas,Mercedes,1,3,15.0,Finished
2017,3,Bahrain Grand Prix,bahrain,raikkonen,Ferrari,5,4,12.0,Finished
2017,3,Bahrain Grand Prix,bahrain,ricciardo,Red Bull,4,5,10.0,Finished
2017,3,Bahrain Grand Prix,bahrain,massa,Williams,8,6,8.0,Finished
2017,3,Bahrain Grand Prix,bahrain,perez,Force India,18,7,6.0,Finished
2017,3,Bahrain Grand Prix,bahrain,grosjean,Haas F1 Team,9,8,4.0,Finished
2017,3,Bahrain Grand Prix,bahrain,hulkenberg,Renault,7,9,2.0,Finished
2017,3,Bahrain Grand Prix,bahrain,ocon,Force India,14,10,1.0,Finished
